unit_mastr_id,plant_name,wind_park_name,operator_mastr_id,operator_name,gross_capacity_kw,net_capacity_kw,operating_status,commissioning_date,state,district,municipality,postal_code,city,lat,lon
SEE903048865665,PV-Anlage Grüner Weg,,ABR900113869528,PV-Anlage Grüner Weg GbR,1617.84,1266.800,35,2012-03-30,1409,Höxter,Beverungen,37688,Beverungen,51.671272,9.381222
SEE926764399504,PV-Projekt Stuttgart,,ABR909253511847,PV-Projekt Stuttgart 09 GmbH ＆ Co. KG,1012.21,999.000,35,2010-06-01,1402,Stuttgart,Stuttgart,70327,Stuttgart,48.782000,9.234000
SEE952083574476,Photovoltaikanlage Neudorf-Dietenhofen,,ABR998881568620,Bürgersonnenenergie Neudorf-Dietenhofen GmbH ＆ Co. KG,9999.0,8340.000,35,2018-12-31,1403,Ansbach,Dietenhofen,90599,Dietenhofen,49.416361,10.681028
SEE994872405684,SP Elsteraue Basis,,ABR948985124215,Solarpark Elsteraue GmbH ＆ Co. KG,2283.54,2023.000,35,2011-05-19,1414,Burgenlandkreis,Elsteraue,06729,Elsteraue,51.068775,12.205957
SEE972677762652,Solarpark Friesendorf,,ABR937463192716,,1224.0,1000.000,35,2014-11-24,1403,Coburg,Ebersdorf b. Coburg,96237,Ebersdorf,50.236084,11.050589
SEE936930075873,Hallendächer,,ABR980126011183,Fischer Photovoltaik GbR,3685.28,3625.280,35,2005-08-25,1403,Dingolfing-Landau,Dingolfing,84130,Dingolfing,48.640000,12.423000
SEE901324017296,"Reichenbach, Solarpark zum Sachsenwald",,ABR939938319383,"Hayn, Dullenkopf, Hübner, Rudolph GbR",1100.0,990.000,35,2015-03-31,1413,Vogtlandkreis,Reichenbach im Vogtland,08468,Reichenbach,50.640199,12.324043
SEE927146066595,Freiflächenanlage,,ABR928500418180,AöR eEfB Anstalt des öffentlichen Rechts erneuerbare Energien für Birkenfeld,1278.0,1150.200,35,2012-06-29,1410,Birkenfeld,Gimbweiler,55767,Gimbweiler,49.590510,7.200563
SEE953239725025,Krannich Solarpark 15 Niepars,,ABR964929859166,Krannich Solarpark 15 GmbH ＆ Co KG,3982.26,3982.260,35,2011-12-15,1407,Vorpommern-Rügen,Niepars,18442,Niepars,54.300692,12.920000
SEE989161136004,Solarpark St. Wendel Freiflächenanlage,,ABR947970129136,Solarpark St. Wendel GmbH,3349.72,3349.720,35,2011-09-23,1412,St. Wendel,St. Wendel,66606,St. Wendel,49.482027,7.125189
SEE933998118603,SPK GmbH ＆ CoKG,,ABR961414159190,SPK GmbH ＆ CoKG,1142.57,1100.000,35,2012-06-25,1403,Deggendorf,Stephansposching,94569,Stephansposching,48.813860,12.779600
SEE933290191069,Solarpark Amsdorf II,,ABR975732884801,GERO Solarpark GmbH,3571.2,3168.000,35,2012-04-20,1414,Mansfeld-Südharz,Seegebiet Mansfelder Land,06317,Seegebiet Mansfelder Land,51.455198,11.739311
SEE912459066721,Solarpark Königsbronn,,ABR995037754654,Solarpark Königsbronn GmbH,9999.0,9090.000,35,2014-05-23,1402,Heidenheim,Königsbronn,89551,Königsbronn,48.751312,10.169209
SEE911794319455,Krannich Solarpark 20 Kliestow,,ABR967521182502,Krannich Solarpark 20 GmbH ＆ Co KG,2294.64,2168.400,35,2012-06-26,1400,Frankfurt (Oder),Frankfurt (Oder),15234,Frankfurt,52.380400,14.522700
SEE926079243721,Krannich Solarpark 22 Malchin,,ABR990831129097,Krannich Solarpark 22 GmbH ＆ Co KG,2800.8,2800.000,35,2012-09-27,1407,Mecklenburgische Seenplatte,Malchin,17139,Malchin,53.733600,12.779400
SEE989883258411,Krannich Solarpark 27 Gütersloh,,ABR947558682657,Krannich Solarpark 27 GmbH ＆Co KG,3520.0,3120.000,35,2013-07-30,1409,Gütersloh,Gütersloh,33335,Gütersloh,51.918100,8.448200
SEE940155260877,Solarpark Alhena Mirow,,ABR981533633432,Alhena GmbH,1799.16,1600.800,35,2013-08-28,1407,Mecklenburgische Seenplatte,Mirow,17252,Mirow,53.265400,12.819200
SEE968694944010,NMB Star Asset Sun BEUNA,,ABR987888682217,NMB Star Asset Sun Beuna GmbH ＆ Co. KG,3953.56,3953.560,35,2011-12-23,1414,Saalekreis,Merseburg,06217,Beuna,51.307700,11.961800
SEE952561386782,PVA Lausitzring,,ABR940148519746,Wattner SunAsset Solarkraftwerk 035 GmbH ＆ Co. KG,8976.42,7986.000,35,2017-06-28,1400,Oberspreewald-Lausitz,Schipkau,01994,Meuro,51.538096,13.940861
SEE988652637358,PV Hahn BA-I Bärenbach/Lautzenhausen,,ABR955411957286,PV Solar Hahn GmbH ＆ Co. KG,2584.0,2400.000,35,2016-11-29,1410,Rhein-Hunsrück-Kreis,Bärenbach,55483,Hahn-Flughafen,49.282057,7.285792
SEE949574148513,NMB Star Asset Sun LUEPTITZ,,ABR911631271786,NMB Star Asset Sun Lüptitz GmbH ＆ Co. KG,1079.33,990.000,35,2011-12-14,1413,Leipzig,Bennewitz,04808,Wurzen,51.380900,12.774600
SEE992499090788,NMB Star Asset Sun GAUTING,,ABR920507019025,Energiepark Gauting GmbH ＆ Co. KG,1457.28,1366.200,35,2012-06-28,1403,Starnberg,Gauting,82131,Gauting,48.034900,11.174200
SEE966118062753,SOLAR 2 - BERGRHEINFELD,,ABR955039376872,Aquila SolarINVEST II GmbH ＆ Co. KG,2239.08,2000.000,35,2010-12-30,1403,Schweinfurt,Bergrheinfeld,97493,Bergrheinfeld,49.991000,10.158700
SEE930608590132,PV-Anlage Gablenz,,ABR994770244699,SP VI GmbH ＆ Co.KG,1995.84,1584.000,35,2018-02-15,1400,Cottbus,Cottbus,03058,Neuhausen,51.681691,14.516307
SEE957427813617,Solarpark Elsnigk,,ABR991126374499,PI 1 Solarkraftwerk Elsnigk,5685.12,5216.400,35,2012-09-27,1414,Anhalt-Bitterfeld,Osternienburger Land,06386,Osternienburger Land,51.788877,12.055634
SEE971944619491,PV-Anlage Sergen,,ABR939206575732,SP VIII  GmbH ＆ Co.KG,1999.48,1584.000,35,2018-02-21,1400,Spree-Neiße,Neuhausen/Spree,03058,Neuhausen,51.707562,14.483754
SEE985641656390,PV-Anlage Sergen,,ABR939206575732,SP VIII  GmbH ＆ Co.KG,4747.26,3708.000,35,2018-02-21,1400,Spree-Neiße,Neuhausen/Spree,03058,Neuhausen,51.707562,14.483754
SEE904397058135,PV Ettersdorf,,ABR970873216641,Danzer Solartechnik GmbH,1057.0,999.000,35,2009-12-29,1403,Straubing-Bogen,Mallersdorf-Pfaffenberg,84066,Mallersdorf-Pfaffenberg,48.769301,12.272006
SEE938820181329,PV-Anlage Sergen,,ABR991203239383,SP VII GmbH ＆ Co.KG,2497.32,1962.000,35,2017-12-15,1400,Spree-Neiße,Neuhausen/Spree,03058,Neuhausen,51.707562,14.483754
SEE976721859220,PV-Anlage Frauendorf,,ABR998840140584,Solar Project 19 GmbH & Co. KG,9984.0,7800.000,35,2017-06-09,1400,Spree-Neiße,Neuhausen/Spree,03058,Neuhausen,51.702444,14.398055
SEE919101675706,PV Berghausen 1,,ABR970873216641,Danzer Solartechnik GmbH,1299.9,1200.000,35,2012-04-01,1403,Straubing-Bogen,Mallersdorf-Pfaffenberg,84066,Mallersdorf-Pfaffenberg,48.772764,12.189275
SEE911157803850,PV-Anlage Kahsel,,ABR979699805183,SP V GmbH ＆ Co.KG,2993.76,2520.000,35,2017-10-26,1400,Cottbus,Cottbus,03058,Neuhausen,51.702444,14.398056
SEE904615549902,Solarpark Ernsthof West II,,ABR938016568002,PI Pro.Investor 1 Solarkraftwerk Ernsthof II,6863.18,6500.000,35,2010-12-30,1402,Main-Tauber-Kreis,Wertheim,97877,Wertheim,49.706000,9.485000
SEE929375294725,Solarpark Ernsthof West III,,ABR956345675741,PI Pro.Investor 1 Solarkraftwerk Ernsthof III,1086.75,1000.000,35,2010-12-30,1402,Main-Tauber-Kreis,Wertheim,97877,Wertheim,49.706000,9.485000
SEE931997042912,Geschellenberg I,,ABR928405420813,Solarpark Geschellenberg GmbH ＆ Co. KG,5251.33,5251.330,35,2012-06-29,1405,Schwalm-Eder-Kreis,Felsberg,34587,Felsberg,51.093718,9.482155
SEE944497198522,Solarpark Jocksdorf IVb,,ABR989130075297,Big Game Solarparks GmbH ＆ Co. KG,3424.3,2755.000,35,2019-02-15,1400,Spree-Neiße,Groß Schacksdorf-Simmersdorf,03159,Neiße-Malxetal,51.664530,14.625888
SEE944813923760,PV-Anlage Gaswerkstraße,,ABR911573144704,Energieversorgung Gera,1170.24,1170.240,35,2011-12-01,1415,Gera,Gera,07546,Gera,50.894000,12.074000
SEE918939814394,DE-S-TURNOW-PRE,,ABR936492462845,Solar Power Turnow GmbH ＆ Co. KG,1439.9,1250.000,35,2009-04-16,1400,Spree-Neiße,Peitz,03185,Turnow-Preilack,51.871700,14.389000
SEE992314901190,4,,ABR921130527987,Solarpark Barth GmbH ＆ Co. KG,2277.12,2277.120,35,2012-06-26,1407,Vorpommern-Rügen,Barth,18356,Barth,54.372640,12.698367
SEE957099748842,PV-Anlage S.0029.14,,ABR968043012117,RhönEnergie Erneuerbare GmbH,1739.01,1586.000,35,2011-12-30,1405,Fulda,Großenlüder,36137,Großenlüder,50.596896,9.512317
SEE999526177979,PV-Anlage Laubsdorf 1.BA,,ABR975481320803,SP IX GmbH ＆ Co. KG,7240.45,5560.000,35,2018-12-21,1400,Spree-Neiße,Neuhausen/Spree,03058,Neuhausen,51.680489,14.437515
SEE933490953979,PV-Anlage Laubsdorf 1.BA,,ABR975481320803,SP IX GmbH ＆ Co. KG,2746.2,2100.000,35,2019-01-18,1400,Cottbus,Cottbus,03058,Neuhausen,51.680489,14.437515
SEE990003940192,2012_063,,ABR947115022919,SonnAGie GmbH＆Co KG SP Sömmerda,1639.44,1590.000,35,2013-09-30,1415,Sömmerda,Sömmerda,99610,Sömmerda,51.169588,11.060689
SEE962803624565,PV Aidhausen,,ABR954022931739,N-ERGIE Sonne und Wind GmbH & Co. KG Herrn Florian Betzold,4500.0,4400.000,35,2018-04-11,1403,Haßberge,Aidhausen,97491,Aidhausen,50.131700,10.463700
SEE919366564876,Solarpark Siglhof GmbH,,ABR975407701747,Solarpark Siglhof GmbH,4452.8,4200.000,35,2012-03-08,1403,Dingolfing-Landau,Marklkofen,84163,Marklkofen,48.543317,12.568121
SEE945780473036,PV-Anlage P51,,ABR908363912537,Flughafen München GmbH,1132.21,1132.210,35,2019-01-17,1403,Freising,Freising,85356,München-Flughafen,48.355678,11.771097
SEE981006546368,Freilandanlage,,ABR972727189880,Energiegenossenschaft Paderborner Land eG,2743.65,2637.500,35,2011-10-26,1409,Paderborn,Altenbeken,33184,Altenbeken,51.430000,8.560000
SEE954724155457,"Green-Solar ""Eisleben"" GmbH ＆ Co. KG",,ABR938525113472,"Green-Solar ""Eisleben"" GmbH ＆ Co. KG",1000.31,1000.310,35,2010-12-30,1414,Mansfeld-Südharz,Eisleben,06295,Lutherstadt Eisleben,51.510208,11.578849
SEE924912115501,SOLAR 2 - PRESSATH2,,ABR955039376872,Aquila SolarINVEST II GmbH ＆ Co. KG,1500.0,1260.000,35,2010-12-30,1403,Neustadt a.d. Waldnaab,Pressath,92690,Pressath,49.451900,11.581100
SEE905425941283,SOLAR 2 - WERDAU,,ABR955039376872,Aquila SolarINVEST II GmbH ＆ Co. KG,1275.12,1260.000,35,2010-12-28,1413,Zwickau,Werdau,08412,Werdau,50.714600,12.382400
SEE991722370376,PV Poxdorf,,ABR954022931739,N-ERGIE Sonne und Wind GmbH & Co. KG Herrn Florian Betzold,8501.0,8250.000,35,2018-07-31,1403,Forchheim,Poxdorf,91099,Poxdorf,49.672900,11.052300
SEE928351033341,NMB Star Asset Sun VELDEN BA1,,ABR901104268665,NMB Star Power Plants GmbH,1050.0,1000.000,35,2010-12-30,1403,Landshut,Velden,84149,Velden,48.220700,12.141800
SEE922554173415,PV Eggenfelden Freifläche Zainach,,ABR975942250328,Seac Holding GmbH,1499.67,1400.000,35,2019-03-29,1403,Rottal-Inn,Eggenfelden,84307,Eggenfelden,48.392697,12.726107
SEE957533408233,RCP Solarpark Fürstenwalde,,ABR914904135549,RCP Solarpark Fürstenwalde GmbH ＆ Co. KG,4716.96,4320.000,35,2011-12-09,1400,Oder-Spree,Fürstenwalde/Spree,15517,Fürstenwalde,52.390004,14.093905
SEE901840180382,NMB Star Asset Sun DESSAU,,ABR901104268665,NMB Star Power Plants GmbH,1105.44,1014.300,35,2012-06-29,1414,Dessau-Roßlau,Dessau-Roßlau,06862,Dessau-Roßlau,51.544300,12.124000
SEE915892415729,NMB Star Asset Sun HARTMANNSDORF,,ABR901104268665,NMB Star Power Plants GmbH,1336.32,1276.000,35,2012-03-08,1413,Mittelsachsen,Hartmannsdorf,09232,Hartmannsdorf,50.884500,12.802800
SEE969602103918,NMB Star Asset Sun THONHAUSEN,,ABR901104268665,NMB Star Power Plants GmbH,1920.89,1870.000,35,2011-12-23,1415,Altenburger Land,Thonhausen,04626,Thonhausen,50.843600,12.324500
SEE937479057504,NMB Star Asset Sun STOLLBERG,,ABR979626097377,NMB Star Asset Sun Stollberg GmbH ＆ Co. KG,1368.64,1140.000,35,2011-12-28,1413,Erzgebirgskreis,Stollberg/Erzgeb.,09366,Stollberg,50.394100,12.415500
SEE932933735547,Solarpark,,ABR965064188821,,1531.8,1531.800,35,2012-05-25,1409,Höxter,Brakel,37696,Marienmünster,51.804845,9.199178
SEE950749577830,Solarpark 2008,,ABR912419410151,d+s solarpark GbR,1084.32,1000.000,35,2008-11-27,1403,Augsburg,Bobingen,86399,Bobingen,48.268606,10.849154
SEE916686576664,Solarpark Gardelegen - Anlagenteil 2,,ABR948365336078,LHI GII1 PV Garde Halde 2317 GmbH ＆ Co. KG,5754.715,4756.500,35,2018-02-27,1414,Altmarkkreis Salzwedel,Gardelegen,39638,Gardelegen,52.533889,11.430278
SEE900871406874,PVF Eckolstädt,,ABR926141742206,CEE PVF Eckolstädt GmbH ＆ Co. KG,8815.783,7700.000,35,2008-10-17,1415,Weimarer Land,Apolda,99510,Apolda,51.042473,11.628797
SEE982738066742,PV-Anlage Delmenhorst,,ABR924411116726,Klingele Paper ＆ Packaging SE ＆ Co. KG,1541.925,1350.000,35,2016-04-28,1408,Delmenhorst,Delmenhorst,27755,Delmenhorst,53.023000,8.653000
SEE905259619594,EPC 19 - Freiland Barnstädt,,ABR912173443693,EPC 19 GmbH ＆ Co. KG,1295.76,1268.000,35,2011-12-27,1414,Saalekreis,Barnstädt,06268,Barnstädt,51.349488,11.633900
SEE998664613592,Solarpark Alitzheim Süd,,ABR991293391022,Friedrich-Wilhelm Raiffeisen Energie eG Sulzheim,2597.76,2597.760,35,2013-04-30,1403,Schweinfurt,Sulzheim,97529,Sulzheim,49.928913,10.331552
SEE956645886960,PV-Freiflächenanlage Nordhausen,,ABR958681196058,Ranft Grundstücksverwaltungs GbR,3006.12,3006.120,35,2011-12-27,1415,Nordhausen,Nordhausen,99734,Nordhausen,51.488763,10.826282
SEE910023268809,PV-Dachanlage Rössuln,,ABR958681196058,Ranft Grundstücksverwaltungs GbR,1231.955,1092.505,35,2016-12-05,1414,Burgenlandkreis,Hohenmölsen,06679,Hohenmölsen,51.938000,12.227000
SEE909408777098,PV-Freiflächenanlage Walbeck,,ABR958681196058,Ranft Grundstücksverwaltungs GbR,2512.56,2220.000,35,2011-12-30,1414,Mansfeld-Südharz,Hettstedt,06333,Hettstedt,51.655119,11.481519
SEE929931338009,PV-Freiflächenanlage Meuselwitz,,ABR926738513677,KWA Zweite Solarkraftwerk GmbH ＆Co. KG,1957.08,1957.080,35,2012-06-29,1415,Altenburger Land,Kriebitzsch,04610,Meuselwitz,51.017243,12.291894
SEE963012598142,PV Wintersdorf Süd,,ABR903924566167,Heim Solar Nobitz GmbH ＆ Co. KG,3225.58,2937.000,35,2015-08-27,1415,Altenburger Land,Meuselwitz,04610,Meuselwitz,51.042554,12.332298
SEE924215957532,PV Nobitz Freiland,,ABR903924566167,Heim Solar Nobitz GmbH ＆ Co. KG,4406.4,3960.000,35,2012-06-28,1415,Altenburger Land,Nobitz,04603,Nobitz,50.979183,12.497335
SEE993111822138,StwBo: Solarkraftwerk Gnodstadt,,ABR959857511606,Holding für Versorgung und Verkehr GmbH Bochum,1572.645,1436.400,35,2007-11-15,1403,Kitzingen,Marktbreit,97340,Marktbreit,49.653628,10.116495
SEE966463446734,DE49.005 Wriezen BA II,,ABR914289954339,PVA Bliesdorf II GmbH ＆ Co. KG,5563.35,4100.400,35,2019-02-12,1400,Märkisch-Oderland,Wriezen,16269,Wriezen,52.736857,14.131242
SEE956858005790,Beukenhorst,,ABR972727189880,Energiegenossenschaft Paderborner Land eG,2001.65,1600.000,35,2013-04-30,1409,Bielefeld,Bielefeld,33739,Bielefeld,52.101000,8.558000
SEE920572451805,SPH2,,ABR933545683608,Solarpark Hirschfelde Zwei GmbH,6363.62,4988.000,35,2011-12-14,1413,Görlitz,Zittau,02788,Hirschfelde,50.934188,14.862725
SEE934620702603,SP Mietraching,,ABR964948193791,KOCO AG,2291.04,2100.000,35,2010-06-30,1403,Rosenheim,Bad Aibling,83043,Bad Aibling,47.879300,11.979100
SEE999824594904,PV Klausa Freiland,,ABR903924566167,Heim Solar Nobitz GmbH ＆ Co. KG,2845.44,2508.000,35,2016-12-30,1415,Altenburger Land,Nobitz,04603,Nobitz,50.967013,12.509319
SEE954039042268,SolarPark A31,,ABR966069543653,Erste Energiegenossenschaft Emstal eG,2699.52,2699.520,35,2010-06-28,1408,Emsland,Niederlangen,49779,Niederlangen,52.873000,7.219000
SEE926248547032,9004 Solarpark Mooshof,,ABR990136809885,solarcomplex AG,4535.3,4300.000,35,2011-08-25,1402,Konstanz,Bodman-Ludwigshafen,78351,Bodman-Ludwigshafen,47.813753,8.988533
SEE931872942566,PVA Konstanz,,ABR965306826733,Solarpark Konstanz GmbH ＆ Co. KG,2328.75,1863.000,35,2013-11-30,1402,Konstanz,Konstanz,78467,Konstanz,47.702000,9.161000
SEE924201283089,Ludwigsfelde I,,ABR937372962394,Solardach LLG gmbH,1305.92,964.800,35,2016-12-22,1400,Teltow-Fläming,Ludwigsfelde,14974,Ludwigsfelde,52.314999,13.294859
SEE984278247681,alte Hühnerfarm,,ABR957865151005,Biogas Lappwald GmbH ＆ Co.KG,1004.085,910.000,35,2010-12-29,1408,Helmstedt,Bahrdorf,38368,Querenhorst,52.330700,10.955440
SEE987686971667,PV Gnötzheim II,,ABR954022931739,N-ERGIE Sonne und Wind GmbH & Co. KG Herrn Florian Betzold,5085.5,4790.000,35,2011-09-26,1403,Kitzingen,Martinsheim,97340,Martinsheim,49.612302,10.178340
SEE979854167675,PV Hessisch-Lichtenau,,ABR954022931739,N-ERGIE Sonne und Wind GmbH & Co. KG Herrn Florian Betzold,1905.75,1600.000,35,2011-12-14,1405,Kassel,Söhrewald,37235,Hessisch Lichtenau,51.193347,9.743069
SEE944575460039,Guttenthau,,ABR903624734798,SKFHN Solarpark Guttenthau GmbH ＆ Co. KG,3085.5,2000.000,35,2013-02-28,1403,Bayreuth,Speichersdorf,95469,Speichersdorf,49.856159,11.813031
SEE936462500423,Großenhain II,,ABR953266242212,SKKKNVB Solarpark Großenhain 2 GmbH ＆ Co. KG,1481.04,1452.000,35,2016-03-08,1413,Meißen,Großenhain,01558,Großenhain,51.295000,13.554000
SEE927388494125,9007 Solarpark Rickelshausen BA VI,,ABR993601465258,solarcomplex GmbH ＆ Co. KG Solar- und Windkraft 1,2636.95,2400.000,35,2016-05-31,1402,Konstanz,Hilzingen,78224,Singen,47.744626,8.922304
SEE978567131423,9002 Solarpark Rickelshausen BA V,,ABR993601465258,solarcomplex GmbH ＆ Co. KG Solar- und Windkraft 1,1237.68,1237.680,35,2014-01-17,1402,Konstanz,Hilzingen,78224,Singen,47.744584,8.923959
SEE984683429344,PV Aicha,,ABR918937239922,Cirrus Solar GmbH ＆ Co. KG,2099.935,2000.000,35,2010-06-28,1403,Passau,Kößlarn,94149,Kößlarn,48.368011,13.090012
SEE962890911876,PV1,,ABR987774744883,KiAlF12 GmbH,1326.605,1206.000,35,2008-10-14,1403,Mühldorf a. Inn,Kirchdorf,83527,Kirchdorf,48.167000,12.161000
SEE993103810068,Ok-Solar UG(hb.) ＆Co.KG-Flächenphotovoltaik,,ABR913003619769,,1431.36,1431.360,35,2012-06-15,1403,Kitzingen,Iphofen,97346,Iphofen,49.674085,10.329253
SEE930347264530,G＆S Photovoltaik GbR,,ABR991988012300,,1440.0,1350.000,35,2012-08-31,1403,Unterallgäu,Holzgünz,87752,Holzgünz,48.012237,10.256019
SEE967277397168,PV Herbstein Bonnerod,,ABR939427639336,VOBEG Sonne GmbH ＆ Co. KG,1117.655,1035.000,35,2012-06-29,1405,Vogelsbergkreis,Herbstein,36358,Herbstein,50.551540,9.356333
SEE916269769759,Freifläche,,ABR945436779291,Jahrstorfer Solar GmbH ＆ Co. KG,1992.38,1992.380,35,2010-06-18,1403,Dingolfing-Landau,Eichendorf,94428,Eichendorf,48.624913,12.880743
SEE970607025969,PV 2012  Freiensteinau  Ober-Moos,,ABR939427639336,VOBEG Sonne GmbH ＆ Co. KG,3019.38,2844.000,35,2012-06-30,1405,Vogelsbergkreis,Freiensteinau,36399,Freiensteinau,50.449329,9.366019
SEE969206284556,Altenberg 1.1.A,,ABR985599470802,ENERPARC Solar Invest 113 GmbH,5035.8,4686.000,35,2019-02-08,1413,Sächsische Schweiz-Osterzgebirge,Altenberg,01773,Altenberg,50.760716,13.773835
SEE999374581744,Altenberg 1.3.B,,ABR985599470802,ENERPARC Solar Invest 113 GmbH,4215.75,3960.000,35,2019-02-04,1413,Sächsische Schweiz-Osterzgebirge,Altenberg,01773,Altenberg,50.759480,13.772526
SEE958040166289,Solarpark Letzlingen I,,ABR998246580656,Green Energy 018 GmbH ＆ Co. KG,3594.24,2913.700,35,2017-08-11,1414,Altmarkkreis Salzwedel,Gardelegen,39638,Gardelegen,52.453803,11.476931
SEE980775308030,Feuchtwangen,,ABR938316161682,ENERPARC Solar Invest 121 GmbH,5010.0,3960.000,35,2018-11-27,1403,Ansbach,Feuchtwangen,91555,Feuchtwangen,49.162579,10.369916
SEE960363978791,PVA Zeithain II,,ABR916198639970,SachsenEnergie AG,4999.725,4220.000,35,2017-10-05,1413,Meißen,Glaubitz,01619,Zeithain,51.337250,13.358722
SEE936809180813,PVA Alt Daber 2,,ABR915961761597,ENERPARC Solar Invest 255 TU 7 GmbH,9817.5,7899.300,35,2017-10-30,1400,Ostprignitz-Ruppin,Heiligengrabe,16909,Wittstock,53.195851,12.515013
SEE957086055960,"Deponie Üttingen 6368,7",,ABR940852736958,SunTec Solarpark GmbH ＆ Co. IV. KG,6368.7,6030.000,35,2012-09-28,1403,Würzburg,Uettingen,97292,Uettingen,49.791113,9.717185
SEE972381518194,PVA Landsberg BA 3,,ABR977334029543,Sunnic Lighthouse Solar Invest 4 GmbH,2369.92,1860.000,35,2017-06-30,1414,Saalekreis,Landsberg,06188,Landsberg,51.516192,12.059337
SEE903966602854,PVA Kröchlendorff 2,,ABR932539092051,EP2 Solar Invest 4 GmbH ＆ Co. KG,8141.31,6300.000,35,2018-06-07,1400,Uckermark,Nordwestuckermark,17291,Nordwestuckermark,53.267795,13.705062
SEE931155981022,PVA Cahnsdorf BA2B,,ABR914594495510,EPP Solar Invest 1 GmbH,1929.51,1680.000,35,2018-01-16,1400,Dahme-Spreewald,Luckau,15926,Luckau,51.867095,13.766811
SEE970339268061,PVA Drochtersen,,ABR996992111117,ENERPARC Solar Invest 255 TU 8 GmbH,7606.0,6600.000,35,2017-08-04,1408,Stade,Drochtersen,21706,Drochtersen,53.693778,9.464338
SEE914917708402,PVA Zeithain BA2,,ABR933518125210,Sunnic Lighthouse Solar Invest 3 GmbH,9997.68,8976.000,35,2018-02-06,1413,Meißen,Glaubitz,01619,Zeithain,51.363264,13.344038
SEE970590114596,PVA Letschin,,ABR928229970396,ENERPARC Solar Invest 255 TU 9 GmbH,9999.615,8280.000,35,2018-02-05,1400,Märkisch-Oderland,Gusow-Platkow,15324,Letschin,52.641896,14.328830
SEE964427762319,"PV-Anlage Gnölbzig 1.965,60 kWp",,ABR960600046047,Solarpark Gnölbzig Nr. 1 UG (haftungsbeschränkt) ＆ Co. KG c/o Aluminiumwerk Schönebeck UG,1965.6,1800.000,35,2012-09-29,1414,Salzlandkreis,Alsleben (Saale),06425,Alsleben,51.672169,11.720299
SEE956144771446,Nörten Hardenberg 1,,ABR964216169268,AVU Serviceplus,2661.84,2574.000,35,2012-06-29,1408,Northeim,Nörten-Hardenberg,37176,Nörten-Hardenberg,51.627000,9.930000
SEE981400528748,Pv Anlage Algermissen,,ABR909272535879,Gebr. Weiterer GmbH,1409.99,1288.000,35,2011-12-13,1408,Hildesheim,Algermissen,31191,Algermissen,52.242384,9.950571
SEE919110833203,PVA Zeithain BA3,,ABR933518125210,Sunnic Lighthouse Solar Invest 3 GmbH,2505.36,2442.000,35,2018-02-06,1413,Meißen,Glaubitz,01619,Zeithain,52.301435,13.307468
SEE973221784687,PVA Silmersdorf,,ABR937145233539,ENERPARC Solar Invest 255 TU 10 GmbH,7872.48,6420.000,35,2017-10-13,1400,Prignitz,Triglitz,16949,Triglitz,53.265421,12.135681
SEE989113154087,Angersdorf 1.2.A,,ABR970009943502,SPP 1 Solar Invest 1 GmbH ＆ Co. KG,1049.49,900.000,35,2019-02-13,1414,Mansfeld-Südharz,Seegebiet Mansfelder Land,06179,Teutschenthal,51.457835,11.884285
SEE942001542472,PVA Prenzlau BA 1,,ABR930935428818,ENERPARC Solar Invest 255 TU 11 GmbH,9248.0,9042.000,35,2018-02-15,1400,Uckermark,Prenzlau,17291,Prenzlau,53.329105,13.863384
SEE958790458429,Angersdorf 1.3.A,,ABR930935428818,ENERPARC Solar Invest 255 TU 11 GmbH,4685.905,4020.000,35,2019-02-13,1414,Mansfeld-Südharz,Seegebiet Mansfelder Land,06179,Teutschenthal,51.456993,11.883024
SEE976283028010,PVA Emkendorf,,ABR999006962613,SPP 1 Solar Invest 5 GmbH ＆ Co. KG,4343.9,4092.000,35,2018-08-07,1411,Rendsburg-Eckernförde,Emkendorf,24802,Emkendorf,54.347296,9.808759
SEE910125224857,PVA Fincken,,ABR988466987632,SPP 1 Solar Invest 4 GmbH ＆ Co. KG,4472.82,3798.900,35,2018-06-25,1407,Mecklenburgische Seenplatte,Fincken,17209,Fincken,53.352913,12.471289
SEE941319734036,Cahnsdorf BA2A,,ABR914594495510,EPP Solar Invest 1 GmbH,1057.54,900.000,35,2018-01-16,1400,Dahme-Spreewald,Luckau,15926,Luckau,51.866721,13.780634
SEE932869148299,Photovoltaikkraftwerk Quedlinburg,,ABR936284455314,Photovoltaikkraftwerk Quedlinburg GmbH ＆ Co. KG,1929.0,1796.000,35,2013-08-28,1414,Harz,Quedlinburg,06484,Quedlinburg,51.777276,11.133465
SEE979327918605,PVA Sörup,,ABR949945853978,ENERPARC Solar Invest 255 TU 12 GmbH,8104.91,6900.000,35,2018-08-06,1411,Schleswig-Flensburg,Sörup,24966,Sörup,54.731803,9.644593
SEE967087175642,PVA Werdau 1.2,,ABR988466987632,SPP 1 Solar Invest 4 GmbH ＆ Co. KG,2007.72,1914.000,35,2018-02-05,1413,Zwickau,Fraureuth,08412,Werdau,52.303945,12.286274
SEE959907398782,PVA Mohrkirch,,ABR949945853978,ENERPARC Solar Invest 255 TU 12 GmbH,9324.66,7680.000,35,2018-02-05,1411,Schleswig-Flensburg,Böel,24405,Mohrkirch,54.683975,9.706912
